user_id,name,gender,birth_date,pref,phone_number,email,email_permission_flg,registration_date,status,last_login_at
U00000030,鈴木 翔太,M,2001-09-02,静岡県,057-1505-2003,user30@example.com,False,2020-11-08,inactive,2025-12-04
U00000083,山口 美咲,F,2003-05-06,東京都,053-1252-5870,user83@example.com,True,2020-10-06,inactive,
U00000054,山口 美咲,F,2009-06-04,千葉県,047-2523-2391,user54@example.com,True,2021-01-10,active,2025-12-25
U00000090,松本 さおり,F,2007-03-02,愛知県,065-3822-1348,user90@example.com,False,2020-12-09,active,2025-10-27
U00000047,小林 結衣,F,2010-02-19,兵庫県,078-1501-6233,user47@example.com,False,2020-10-16,active,2026-01-17
U00000079,鈴木 麻衣,F,2010-01-16,広島県,095-3228-7457,user79@example.com,False,2020-08-12,inactive,2026-01-22
U00000070,田中 葵,F,2006-05-25,,069-7071-1298,user70@example.com,False,2020-11-16,active,
U00000060,井上 玲奈,F,1974-09-04,,032-4067-7082,user60@example.com,False,2020-12-14,active,2025-11-27
U00000078,井上 恵美,F,1971-03-27,兵庫県,051-3209-6902,user78@example.com,False,2020-12-26,inactive,2026-01-19
U00000084,鈴木 愛子,F,1992-03-13,北海道,040-4451-9490,user84@example.com,True,2020-08-03,active,
U00000082,渡辺 恵美,F,2007-10-29,京都府,096-4497-3409,user82@example.com,False,2020-09-15,active,2026-01-11
U00000020,井上 徹,M,1969-12-29,福岡県,089-7664-5855,user20@example.com,True,2020-12-13,inactive,2025-12-09
U00000064,山口 由美子,F,2012-09-30,広島県,051-2230-8795,user64@example.com,True,2020-11-06,active,
U00000055,山田 美咲,F,2011-10-09,兵庫県,046-2013-4672,user55@example.com,False,2021-01-02,active,2025-12-21
U00000085,小林 さおり,F,1987-01-07,,077-3740-8912,user85@example.com,False,2020-09-11,active,2025-12-31
U00000041,木村 恵美,F,2015-06-05,,055-6838-5422,user41@example.com,False,2020-09-23,active,2025-12-25
U00000001,木村 悠斗,M,1982-09-02,千葉県,093-5488-4758,user1@example.com,False,2020-11-08,inactive,2025-12-29
U00000095,高橋 千春,F,1983-10-05,広島県,042-5939-9644,user95@example.com,False,2021-01-01,active,2025-12-26
U00000003,高橋 一郎,M,2000-10-23,北海道,049-8304-6387,user3@example.com,False,2020-08-10,inactive,2026-01-11
U00000076,田中 玲奈,F,1996-06-23,兵庫県,021-6353-4417,user76@example.com,False,2020-08-21,active,2025-12-25
U00000049,小林 美優,F,2007-05-18,,043-6656-8251,user49@example.com,False,2021-01-06,active,
U00000039,小林 美咲,F,1999-08-09,大阪府,046-5664-4833,user39@example.com,True,2020-09-03,active,2025-12-15
U00000035,中村 悠斗,M,1970-10-16,宮城県,061-2078-1909,user35@example.com,False,2020-08-31,active,2026-01-13
U00000075,佐藤 真由美,F,1978-05-22,,086-2367-8413,user75@example.com,True,2021-01-19,active,
U00000081,鈴木 千春,F,1981-03-26,,012-4644-8610,user81@example.com,True,2020-08-21,active,
U00000077,山田 千春,F,2012-01-22,新潟県,031-1496-5992,user77@example.com,False,2020-12-05,inactive,
U00000099,吉田 菜々子,F,2013-05-25,千葉県,059-6461-9844,user99@example.com,True,2020-12-12,active,2026-01-05
U00000006,鈴木 誠,M,1969-09-21,北海道,015-8214-5780,user6@example.com,True,2020-12-09,inactive,2025-11-26
U00000072,鈴木 恵美,F,1979-10-02,福岡県,065-1183-3859,user72@example.com,True,2020-08-05,active,2026-01-11
U00000033,山口 次郎,M,1970-07-03,,026-8115-2917,user33@example.com,False,2020-11-13,inactive,
U00000036,高橋 由美子,F,2015-04-06,千葉県,091-9082-6913,user36@example.com,True,2020-08-19,active,2025-12-09
U00000038,伊藤 陽子,F,1996-06-22,埼玉県,030-1058-9081,user38@example.com,True,2020-12-25,active,2026-01-06
U00000046,山田 千春,F,1974-02-12,新潟県,067-2054-6181,user46@example.com,False,2020-11-07,active,2025-12-18
U00000094,佐藤 麻衣,F,1978-06-29,大阪府,096-8866-5812,user94@example.com,False,2020-09-03,active,2025-12-25
U00000093,渡辺 由美子,F,2012-08-15,宮城県,050-2646-6984,user93@example.com,True,2020-12-09,inactive,2025-11-22
U00000068,渡辺 美優,F,1982-09-10,,033-5328-5919,user68@example.com,False,2021-01-23,active,2025-12-30
U00000063,高橋 千春,F,2005-07-13,埼玉県,097-2772-2412,user63@example.com,True,2020-09-20,active,2025-11-22
U00000016,小林 裕樹,M,1978-04-04,神奈川県,062-7737-4346,user16@example.com,False,2020-10-05,active,
U00000096,木村 さおり,F,2012-01-10,兵庫県,046-2942-1346,user96@example.com,False,2020-09-03,inactive,2026-01-18
U00000044,加藤 愛子,F,1987-02-19,長野県,089-8812-8663,user44@example.com,True,2021-01-08,inactive,2025-12-30
U00000023,木村 次郎,M,2015-02-20,千葉県,044-4586-8941,user23@example.com,False,2021-01-19,active,2025-11-02
U00000048,木村 千春,F,1984-04-07,北海道,048-1759-5982,user48@example.com,False,2021-01-19,active,2026-01-05
U00000071,小林 恵美,F,2008-03-18,,066-8854-9928,user71@example.com,False,2020-10-27,active,2025-11-03
U00000087,鈴木 結衣,F,1990-10-24,宮城県,090-2563-3813,user87@example.com,False,2020-11-23,active,2025-12-04
U00000017,山田 健太,M,1987-09-15,神奈川県,094-9488-3249,user17@example.com,True,2020-09-15,active,
U00000007,木村 直樹,M,1988-06-19,東京都,076-9976-8356,user7@example.com,False,2020-09-10,inactive,2026-01-04
U00000025,加藤 裕樹,M,1999-04-12,京都府,015-2571-4873,user25@example.com,False,2021-01-24,inactive,2025-12-06
U00000010,松本 徹,M,2003-06-12,福岡県,099-2371-2901,user10@example.com,False,2020-09-17,inactive,2025-12-12
U00000004,井上 亮,M,1982-07-27,静岡県,040-3765-9339,user4@example.com,True,2020-12-03,inactive,2026-01-02
U00000026,松本 拓也,M,1967-04-06,兵庫県,057-1559-1191,user26@example.com,False,2020-10-31,active,2025-12-07
U00000009,渡辺 悠斗,M,1998-11-08,大阪府,051-4336-8680,user9@example.com,False,2020-09-23,active,2026-01-09
U00000008,山口 一郎,M,2011-07-04,愛知県,070-9539-6134,user8@example.com,False,2020-09-07,active,2026-01-08
U00000024,中村 直樹,M,1996-07-04,神奈川県,068-2303-5186,user24@example.com,True,2020-11-25,active,2025-12-22
U00000089,加藤 美優,F,2002-11-14,兵庫県,033-3845-5612,user89@example.com,False,2020-08-13,active,
U00000100,小林 恵美,F,1980-10-15,愛知県,032-8495-6544,user100@example.com,True,2020-11-12,inactive,2025-10-31
U00000074,渡辺 美咲,F,1974-01-16,静岡県,046-4063-7566,user74@example.com,False,2020-08-21,active,2026-01-17
U00000065,高橋 さおり,F,1996-08-11,新潟県,012-1591-5453,user65@example.com,False,2020-09-12,inactive,2025-11-04
U00000011,井上 直樹,M,2013-01-04,,083-5145-2872,user11@example.com,False,2020-08-31,active,
U00000028,中村 一郎,M,2001-06-26,,014-6559-3051,user28@example.com,False,2020-08-23,active,
U00000066,渡辺 葵,F,1993-03-06,,039-1410-8890,user66@example.com,False,2020-08-14,active,2025-11-10
U00000045,木村 恵美,F,1986-12-28,愛知県,016-2624-8364,user45@example.com,True,2020-11-12,active,2026-01-22
U00000029,加藤 直樹,M,1976-02-22,大阪府,029-9079-7148,user29@example.com,False,2020-08-19,active,2025-12-30
U00000086,伊藤 由美子,F,1983-08-07,神奈川県,092-5323-1570,user86@example.com,False,2020-12-21,inactive,2025-11-18
U00000058,佐藤 愛子,F,1990-06-23,東京都,077-2027-6036,user58@example.com,True,2020-08-15,active,
U00000056,田中 美咲,F,2010-11-07,千葉県,019-2735-2415,user56@example.com,True,2020-11-14,active,
U00000050,佐藤 美咲,F,2013-04-17,京都府,031-2968-5597,user50@example.com,True,2020-09-06,active,
U00000013,加藤 哲也,M,2004-12-08,大阪府,043-7986-9857,user13@example.com,False,2020-07-31,active,2025-11-05
U00000032,高橋 亮,M,2002-01-23,長野県,031-4356-5811,user32@example.com,False,2020-11-03,inactive,
U00000101,小林 玲奈,F,1988-09-29,兵庫県,095-4827-4305,user101@example.com,False,2021-01-25,active,
U00000102,小林 拓也,M,1969-07-19,北海道,035-5106-4730,user102@example.com,False,2021-01-25,active,2025-11-02
U00000103,佐藤 拓也,M,1979-05-16,神奈川県,022-6256-8249,user103@example.com,False,2021-01-25,active,2026-01-04
U00000104,山口 美優,F,1996-03-12,京都府,024-5102-9417,user104@example.com,True,2021-01-25,active,2025-11-26
U00000105,佐藤 和也,M,1985-06-13,東京都,067-9440-8761,user105@example.com,False,2021-01-25,inactive,2025-12-25
U00000106,木村 慎太郎,M,1985-08-18,北海道,062-6697-7072,user106@example.com,True,2021-01-25,active,2025-12-16
U00000107,山口 葵,F,1995-12-25,北海道,020-2598-5238,user107@example.com,False,2021-01-25,active,2025-11-05
U00000108,鈴木 麻衣,F,1999-07-19,愛知県,021-7929-5830,user108@example.com,False,2021-01-25,active,2025-10-28
U00000109,佐藤 健太,M,1979-10-30,静岡県,017-8072-6009,user109@example.com,True,2021-01-25,active,2026-01-17
U00000110,木村 真由美,F,2001-05-14,埼玉県,032-8534-5417,user110@example.com,False,2021-01-25,inactive,2025-11-14
U00000111,加藤 翔太,M,2003-04-03,,021-8743-5001,user111@example.com,False,2021-01-25,active,2025-12-29
U00000112,木村 慎太郎,M,1979-12-23,,060-1066-4332,user112@example.com,True,2021-01-26,active,2026-01-15
U00000113,木村 千春,F,1970-12-26,新潟県,060-4567-9452,user113@example.com,False,2021-01-26,active,2025-12-21
U00000114,田中 陽子,F,1995-11-26,宮城県,042-9147-7200,user114@example.com,False,2021-01-26,active,2025-11-21
U00000115,中村 麻衣,F,2013-03-22,長野県,016-5701-1515,user115@example.com,False,2021-01-26,inactive,2025-12-13
U00000116,渡辺 さおり,F,1995-09-12,北海道,052-9982-3847,user116@example.com,True,2021-01-26,inactive,2026-01-03
U00000117,木村 亮,M,1993-03-27,,069-5957-9507,user117@example.com,True,2021-01-26,active,2026-01-09
U00000118,渡辺 陽子,F,2008-06-22,愛知県,097-1766-7399,user118@example.com,False,2021-01-26,inactive,2025-11-30
U00000119,小林 大輔,M,2014-02-06,愛知県,032-4279-1478,user119@example.com,False,2021-01-26,active,
U00000120,渡辺 菜々子,F,1999-07-03,,081-8230-6775,user120@example.com,True,2021-01-26,inactive,
U00000121,山田 次郎,M,2008-01-03,,094-1816-7707,user121@example.com,False,2021-01-27,active,
U00000122,伊藤 一郎,M,2000-09-22,埼玉県,089-3017-8216,user122@example.com,False,2021-01-27,inactive,2025-12-25
U00000123,井上 真由美,F,2001-10-01,京都府,067-5139-2444,user123@example.com,False,2021-01-27,active,
U00000124,井上 陽子,F,1984-02-20,京都府,073-3723-2035,user124@example.com,False,2021-01-27,active,2025-11-17
U00000125,松本 美咲,F,1981-09-07,新潟県,061-9140-8863,user125@example.com,True,2021-01-27,active,2025-12-01
U00000126,田中 次郎,M,1986-02-27,北海道,057-2995-6369,user126@example.com,False,2021-01-27,active,
U00000127,中村 恵美,F,2002-09-04,神奈川県,037-8288-1655,user127@example.com,False,2021-01-27,active,2025-11-11
U00000128,松本 花子,F,1982-02-05,新潟県,051-4381-1403,user128@example.com,True,2021-01-27,active,2025-11-08
U00000129,中村 恵美,F,2001-09-08,東京都,036-3382-3336,user129@example.com,False,2021-01-27,active,
U00000130,松本 真由美,F,1988-05-17,北海道,047-3041-4818,user130@example.com,False,2021-01-27,inactive,2025-11-06
U00000131,伊藤 恵美,F,1982-09-08,埼玉県,017-4372-2802,user131@example.com,True,2021-01-27,active,2026-01-10
U00000132,小林 花子,F,1978-12-10,神奈川県,072-8082-4557,user132@example.com,False,2021-01-28,active,
U00000133,井上 美咲,F,1983-05-18,東京都,013-6578-1587,user133@example.com,False,2021-01-28,active,
U00000134,山口 哲也,M,1972-05-07,,033-4347-1186,user134@example.com,False,2021-01-28,active,2026-01-09
U00000135,山田 次郎,M,2009-08-05,,054-3046-6406,user135@example.com,True,2021-01-28,active,2025-11-22
U00000136,伊藤 和也,M,1980-03-06,大阪府,023-9012-6256,user136@example.com,False,2021-01-28,active,2025-11-01
U00000137,渡辺 美優,F,1968-01-27,京都府,071-4746-8387,user137@example.com,True,2021-01-28,inactive,2025-11-12
U00000138,鈴木 玲奈,F,1982-10-28,兵庫県,090-7556-9656,user138@example.com,False,2021-01-28,active,2025-12-30
U00000139,佐藤 直樹,M,1994-05-26,京都府,043-5289-5465,user139@example.com,False,2021-01-28,inactive,2025-11-27
U00000140,伊藤 健太,M,2003-07-08,新潟県,018-9342-9314,user140@example.com,False,2021-01-28,inactive,2025-12-04
U00000141,山口 美咲,F,1985-10-19,,068-2000-8535,user141@example.com,False,2021-01-28,active,2025-12-16
U00000142,鈴木 哲也,M,1993-02-08,東京都,039-2271-3574,user142@example.com,False,2021-01-29,active,2026-01-08
U00000143,山田 美咲,F,1973-01-28,東京都,088-9836-8377,user143@example.com,True,2021-01-29,inactive,2025-11-10
U00000144,松本 美咲,F,1994-04-13,,053-6717-7066,user144@example.com,False,2021-01-29,inactive,2025-10-28
U00000145,高橋 葵,F,2006-01-26,広島県,089-4607-1376,user145@example.com,False,2021-01-29,active,2025-11-23
U00000146,山田 恵美,F,2002-07-01,東京都,059-7841-4752,user146@example.com,False,2021-01-29,active,2025-11-23
U00000147,伊藤 愛子,F,1975-11-17,千葉県,023-7297-2992,user147@example.com,False,2021-01-29,inactive,
U00000148,吉田 由美子,F,2001-01-08,長野県,096-7336-4557,user148@example.com,False,2021-01-29,inactive,
U00000149,加藤 結衣,F,2003-08-26,福岡県,062-2349-7876,user149@example.com,True,2021-01-29,inactive,2025-11-03
U00000150,山口 美咲,F,1997-09-13,,069-1675-9889,user150@example.com,False,2021-01-29,active,2025-11-06
U00000151,山口 美優,F,1967-06-27,東京都,086-7063-7157,user151@example.com,False,2021-01-29,active,2025-12-10
U00000152,佐藤 恵美,F,2000-04-22,新潟県,081-8944-6855,user152@example.com,False,2021-01-29,active,2025-11-14
U00000153,井上 一郎,M,1992-11-27,大阪府,027-6028-4062,user153@example.com,False,2021-01-30,active,
U00000154,井上 結衣,F,1983-05-30,兵庫県,012-1047-1505,user154@example.com,False,2021-01-30,active,2026-01-13
U00000155,加藤 真由美,F,2011-12-02,北海道,026-1853-7499,user155@example.com,False,2021-01-30,active,
U00000156,小林 真由美,F,1995-09-18,東京都,025-1189-9611,user156@example.com,False,2021-01-30,inactive,2025-10-30
U00000157,木村 美咲,F,2009-06-25,広島県,083-9431-7161,user157@example.com,False,2021-01-30,active,
U00000158,高橋 千春,F,1997-03-12,愛知県,019-7426-8742,user158@example.com,False,2021-01-30,active,2025-12-13
U00000159,鈴木 真由美,F,1981-08-08,新潟県,095-9289-6595,user159@example.com,True,2021-01-30,inactive,2026-01-08
U00000160,山口 一郎,M,1966-11-03,静岡県,094-8009-2317,user160@example.com,False,2021-01-30,inactive,2025-11-05
U00000161,山田 翔太,M,2009-12-16,静岡県,098-8187-5259,user161@example.com,False,2021-01-30,inactive,
U00000162,松本 花子,F,2015-12-20,京都府,014-9482-7755,user162@example.com,False,2021-01-30,active,2026-01-13
U00000163,中村 葵,F,1979-08-04,静岡県,086-8196-3969,user163@example.com,True,2021-01-30,active,2025-12-22
U00000164,井上 さおり,F,1980-01-03,神奈川県,098-5626-8422,user164@example.com,True,2021-01-30,inactive,
U00000165,高橋 直樹,M,1969-02-07,大阪府,045-5491-5702,user165@example.com,False,2021-01-31,inactive,
U00000166,井上 陽子,F,1975-12-18,,037-5232-6275,user166@example.com,False,2021-01-31,active,2025-12-11
U00000167,木村 徹,M,1994-10-05,,018-7456-7248,user167@example.com,True,2021-01-31,active,2026-01-04
U00000168,佐藤 亮,M,1971-12-08,埼玉県,097-9680-4724,user168@example.com,False,2021-01-31,active,
U00000169,吉田 美優,F,2013-10-16,,080-7994-7949,user169@example.com,False,2021-01-31,active,2025-10-31
U00000170,加藤 一郎,M,2003-11-06,京都府,079-2833-5273,user170@example.com,False,2021-01-31,active,2025-11-19
U00000171,山口 恵美,F,2008-09-12,愛知県,099-5383-1377,user171@example.com,False,2021-01-31,inactive,
U00000172,中村 葵,F,1999-08-09,大阪府,054-3849-1654,user172@example.com,False,2021-01-31,active,2025-10-30
U00000173,鈴木 葵,F,1996-03-25,兵庫県,040-6497-1572,user173@example.com,True,2021-01-31,inactive,
U00000174,加藤 由美子,F,2004-06-21,神奈川県,028-5382-9875,user174@example.com,False,2021-02-01,active,
U00000175,伊藤 さおり,F,1979-12-17,北海道,012-4345-9325,user175@example.com,True,2021-02-01,active,2025-12-30
U00000176,吉田 亮,M,1976-06-27,北海道,091-5553-8246,user176@example.com,False,2021-02-01,active,2025-11-10
U00000177,松本 哲也,M,1968-05-04,神奈川県,052-4319-6446,user177@example.com,True,2021-02-01,inactive,2025-12-02
U00000178,加藤 玲奈,F,1985-11-15,福岡県,066-3820-1712,user178@example.com,True,2021-02-01,active,2025-12-06
U00000179,松本 裕樹,M,2013-08-07,神奈川県,046-5670-7267,user179@example.com,False,2021-02-01,inactive,
U00000180,加藤 葵,F,2006-11-12,新潟県,074-3691-3422,user180@example.com,True,2021-02-01,active,2026-01-01
U00000181,田中 愛子,F,1970-11-06,福岡県,020-7717-2038,user181@example.com,False,2021-02-01,active,
U00000182,山口 真由美,F,1979-11-04,広島県,072-7930-9492,user182@example.com,False,2021-02-01,active,
U00000183,田中 麻衣,F,1983-02-24,大阪府,019-3333-8277,user183@example.com,False,2021-02-01,active,2026-01-04
U00000184,山田 花子,F,2004-11-16,兵庫県,023-3084-8877,user184@example.com,True,2021-02-02,active,
U00000185,中村 大輔,M,2004-09-03,,011-1102-2517,user185@example.com,False,2021-02-02,inactive,2026-01-10
U00000186,伊藤 恵美,F,2009-12-17,新潟県,081-2494-3693,user186@example.com,False,2021-02-02,inactive,2026-01-13
U00000187,井上 誠,M,2009-04-26,大阪府,028-8867-1959,user187@example.com,True,2021-02-02,active,2025-11-03
U00000188,小林 美咲,F,1970-04-02,福岡県,013-6364-1918,user188@example.com,True,2021-02-02,active,2025-12-17
U00000189,松本 亮,M,1993-07-29,福岡県,011-1566-2408,user189@example.com,False,2021-02-02,active,2025-12-01
U00000190,鈴木 由美子,F,1983-05-05,千葉県,019-6348-2263,user190@example.com,True,2021-02-02,active,2025-11-02
U00000191,高橋 結衣,F,2014-04-25,神奈川県,090-9253-2484,user191@example.com,False,2021-02-02,inactive,
U00000192,鈴木 花子,F,1979-03-11,新潟県,043-9835-4906,user192@example.com,False,2021-02-02,inactive,2025-12-18
U00000193,木村 直樹,M,1972-04-22,兵庫県,044-6240-1900,user193@example.com,True,2021-02-03,active,2025-12-15
U00000194,木村 一郎,M,1995-04-20,長野県,042-3413-6009,user194@example.com,False,2021-02-03,active,
U00000195,小林 菜々子,F,1972-02-20,兵庫県,085-8519-1610,user195@example.com,False,2021-02-03,active,
U00000196,山田 玲奈,F,1991-08-20,大阪府,050-9545-9164,user196@example.com,False,2021-02-03,inactive,2025-11-02
U00000197,伊藤 哲也,M,2008-04-05,広島県,016-9788-1386,user197@example.com,True,2021-02-03,inactive,2025-12-12
U00000198,加藤 結衣,F,1999-12-08,,038-8009-4375,user198@example.com,True,2021-02-03,active,
U00000199,吉田 拓也,M,2015-08-25,東京都,042-3944-2448,user199@example.com,False,2021-02-03,active,
U00000200,加藤 一郎,M,2014-04-28,兵庫県,052-8484-9745,user200@example.com,False,2021-02-03,active,2025-11-18
U00000201,吉田 和也,M,1979-02-24,広島県,023-5137-6262,user201@example.com,False,2021-02-03,active,2025-10-27
U00000202,井上 健太,M,2010-07-16,愛知県,019-4515-1902,user202@example.com,True,2021-02-03,active,
U00000203,山田 拓也,M,1970-04-14,千葉県,029-9368-3337,user203@example.com,False,2021-02-04,active,2025-12-31
U00000204,渡辺 真由美,F,1969-02-21,長野県,045-4271-8553,user204@example.com,True,2021-02-04,active,
U00000205,吉田 悠斗,M,1990-01-20,,069-7434-1112,user205@example.com,False,2021-02-04,active,2025-12-02
U00000206,井上 亮,M,1970-08-26,長野県,011-6616-4884,user206@example.com,False,2021-02-04,active,2026-01-18
U00000207,吉田 結衣,F,2005-08-28,,064-5713-8910,user207@example.com,True,2021-02-04,inactive,
U00000208,小林 美咲,F,1999-12-29,東京都,055-7456-5016,user208@example.com,True,2021-02-04,inactive,2025-12-07
U00000209,中村 愛子,F,1978-01-16,兵庫県,052-2385-9669,user209@example.com,False,2021-02-04,active,
U00000210,松本 真由美,F,1976-01-01,神奈川県,077-9613-8064,user210@example.com,False,2021-02-04,active,
U00000211,山口 花子,F,2014-12-17,,049-9313-8807,user211@example.com,False,2021-02-04,active,2025-10-28
U00000212,佐藤 葵,F,2012-01-13,,097-4893-7354,user212@example.com,True,2021-02-04,active,2026-01-21
U00000213,山口 菜々子,F,1971-12-16,福岡県,020-1743-8007,user213@example.com,False,2021-02-05,active,
U00000214,高橋 花子,F,2007-09-13,埼玉県,043-3225-3402,user214@example.com,False,2021-02-05,active,2025-12-25
U00000215,渡辺 直樹,M,1997-12-01,長野県,014-9916-2018,user215@example.com,False,2021-02-05,active,
U00000216,加藤 大輔,M,1972-09-21,兵庫県,058-2905-9500,user216@example.com,True,2021-02-05,active,2026-01-22
U00000217,伊藤 麻衣,F,2011-08-03,静岡県,087-8098-2180,user217@example.com,False,2021-02-05,active,2025-12-15
U00000218,木村 由美子,F,1991-05-05,新潟県,037-1527-7642,user218@example.com,False,2021-02-05,active,2026-01-15
U00000219,山口 花子,F,1985-09-28,北海道,036-4159-7738,user219@example.com,False,2021-02-05,active,
U00000220,吉田 次郎,M,2008-05-29,長野県,054-7440-4665,user220@example.com,True,2021-02-05,active,
U00000221,吉田 玲奈,F,1999-03-02,広島県,042-5850-7332,user221@example.com,False,2021-02-05,active,
U00000222,渡辺 大輔,M,1977-01-18,埼玉県,043-5421-6959,user222@example.com,True,2021-02-05,inactive,2026-01-16
U00000223,井上 愛子,F,1988-07-31,愛知県,091-2689-8067,user223@example.com,True,2021-02-05,active,
U00000224,小林 結衣,F,1976-12-24,,033-6087-9514,user224@example.com,True,2021-02-05,active,2025-12-23
U00000225,佐藤 誠,M,1970-09-27,長野県,065-5452-8442,user225@example.com,False,2021-02-06,active,2025-11-18
U00000226,伊藤 健太,M,1966-06-27,埼玉県,019-2514-8542,user226@example.com,True,2021-02-06,active,2026-01-14
U00000227,松本 裕樹,M,2004-07-26,北海道,077-2611-5003,user227@example.com,True,2021-02-06,active,2025-11-09
U00000228,渡辺 愛子,F,1979-06-11,北海道,038-1009-7753,user228@example.com,True,2021-02-06,active,2026-01-23
U00000229,山口 美咲,F,1983-11-24,神奈川県,035-5903-5788,user229@example.com,False,2021-02-06,active,2025-10-30
U00000230,高橋 結衣,F,1967-10-26,神奈川県,011-7201-5164,user230@example.com,False,2021-02-06,active,
U00000231,井上 愛子,F,1985-07-18,宮城県,081-7228-3432,user231@example.com,True,2021-02-06,active,
U00000232,井上 大輔,M,1986-07-25,大阪府,086-4637-1961,user232@example.com,False,2021-02-06,active,2025-12-21
U00000233,松本 翔太,M,2001-04-14,大阪府,043-5923-3489,user233@example.com,True,2021-02-06,active,2026-01-23
U00000234,吉田 さおり,F,1996-01-29,福岡県,085-4815-1112,user234@example.com,False,2021-02-06,active,2025-10-25
U00000235,高橋 美咲,F,2004-08-08,福岡県,030-5113-9023,user235@example.com,False,2021-02-06,active,2025-11-04
U00000236,中村 千春,F,1975-01-10,静岡県,099-4546-6144,user236@example.com,False,2021-02-07,active,2025-12-03
U00000237,伊藤 花子,F,1988-01-27,静岡県,071-8750-8460,user237@example.com,True,2021-02-07,inactive,
U00000238,中村 由美子,F,1993-10-06,,032-3012-7040,user238@example.com,True,2021-02-07,active,2025-11-10
U00000239,中村 一郎,M,1985-11-10,北海道,019-4115-1146,user239@example.com,True,2021-02-07,active,2025-10-29
U00000240,山田 誠,M,2014-11-01,福岡県,059-8759-1863,user240@example.com,False,2021-02-07,inactive,2025-11-19
U00000241,渡辺 陽子,F,1976-05-21,兵庫県,069-3219-4835,user241@example.com,False,2021-02-07,active,2025-11-05
